Value/reward,TotalEnvSteps,Loss/Loss_reward_critic,Train/PolicyRatio,Time/Update,Metrics/LagrangeMultiplier/Min,Time/Rollout,Train/StopIter,_step,Time/Epoch,Train/PolicyStd,Metrics/EpCost,Train/PolicyRatio/Min,Loss/Loss_reward_critic/Delta,Loss/Loss_pi,Value/cost,Metrics/EpRet,Train/PolicyRatio/Max,Loss/Loss_pi/Delta,_runtime,Time/FPS,Metrics/EpLen,_timestamp,Train/KL,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Time/Total,Train/Epoch,Train/LR,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Max,Train/PolicyRatio/Std,Train/Entropy,Value/Adv,Metrics/LagrangeMultiplier/Std
0.2870486378669739,20000.0,0.008692923001945019,0.9991405606269836,60.52424240112305,0.03599999472498894,51.88059616088867,40,1,112.4049072265625,0.999638557434082,22.850000381469727,0.9991405606269836,0.008692923001945019,-0.006048212759196758,-0.048717714846134186,-1.5753810405731201,0.9991405606269836,-0.006048212759196758,223.224808936,177.9281768798828,1000,1743316797.5175717,0.006474348250776529,1.9555659294128418,1.9555659294128418,112.40628814697266,0,0.0002969999914057553,0.03599999472498894,0.03599999472498894,0.00935840792953968,1.4185677766799927,-0.007903873920440674,0
0.20035913586616516,40000.0,0.0066866022534668446,1.0008928775787354,56.36846160888672,0.07081188261508942,52.92274856567383,40,2,109.29127502441406,0.9793878197669983,20.100000381469727,1.0008928775787354,-0.002006320748478174,-0.014425154775381088,0.21495014429092407,-1.388519287109375,1.0008928775787354,-0.00837694201618433,334.851771918,182.99722290039062,1000,1743316906.8970273,0.011209513992071152,0.6192606687545776,-1.3363052606582642,221.7908172607422,1,0.00029399999766610563,0.07081188261508942,0.07081188261508942,0.012736154720187187,1.3980947732925415,-0.04846266657114029,0
0.1688624769449234,60000.0,0.005265537183731794,1.0000779628753662,58.803287506103516,0.10571759939193726,52.70356369018555,40,3,111.50691223144531,0.9529539346694946,28.96666717529297,1.0000779628753662,-0.0014210650697350502,-0.013148132711648941,0.24361108243465424,-0.9382516741752625,1.0000779628753662,0.0012770220637321472,445.1105011,179.361083984375,1000,1743317018.5236626,0.014217541553080082,1.9790241718292236,1.359763503074646,333.3849182128906,2,0.000291000003926456,0.10571759939193726,0.10571759939193726,0.013063364662230015,1.3706878423690796,-0.0005039237439632416,0
0.13989295065402985,80000.0,0.014008894562721252,0.9995337724685669,57.59333038330078,0.14071078598499298,52.60124969482422,40,4,110.19464111328125,0.9295952916145325,34.79999923706055,0.9995338320732117,0.008743357378989458,-0.015531830489635468,0.3805176615715027,-0.11637759208679199,0.9995338320732117,-0.0023836977779865265,557.004304095,181.4970245361328,1000,1743317128.7826464,0.01455141231417656,3.657381534576416,1.6783573627471924,443.6985778808594,3,0.0002880000101868063,0.14071078598499298,0.14071078598499298,0.013246928341686726,1.3458629846572876,0.13227541744709015,0
0.17026054859161377,100000.0,0.015739494934678078,1.0006507635116577,58.84831619262695,0.17590944468975067,52.96662521362305,40,5,111.81499481201172,0.8962893486022949,33.849998474121094,1.0006507635116577,0.0017306003719568253,-0.014993907883763313,1.5894519090652466,0.6762829422950745,1.0006507635116577,0.0005379226058721542,666.047430848,178.8668975830078,1000,1743317240.6764812,0.015679173171520233,1.928910255432129,-1.728471279144287,555.57763671875,4,0.0002849999873433262,0.17590944468975067,0.17590944468975067,0.013323832303285599,1.309322476387024,0.013022799044847488,0
0.21284419298171997,120000.0,0.014387810602784157,1.000439167022705,55.4641227722168,0.2112293243408203,53.47398376464844,40,6,108.93816375732422,0.8595587015151978,45.36000061035156,1.0004392862319946,-0.001351684331893921,-0.01733154058456421,1.0217844247817993,1.8131775856018066,1.0004392862319946,-0.0023376327008008957,778.003993209,183.59039306640625,1000,1743317349.7193768,0.015925485640764236,2.716686248779297,0.787775993347168,664.5945434570312,5,0.00028199999360367656,0.2112293243408203,0.2112293243408203,0.014100534841418266,1.267503023147583,-0.0769159272313118,0
0.27380186319351196,140000.0,0.020654181018471718,1.0001444816589355,59.1855354309082,0.2463497370481491,52.647457122802734,40,7,111.83304595947266,0.8413463830947876,63.66999816894531,1.0001444816589355,0.006266370415687561,-0.02334614470601082,2.8443121910095215,3.234671115875244,1.0001444816589355,-0.0060146041214466095,887.928803632,178.8380126953125,1000,1743317461.6761606,0.015652691945433617,5.788690567016602,3.0720043182373047,776.5365600585938,6,0.0002789999998640269,0.2463497370481491,0.2463497370481491,0.013076494447886944,1.24612557888031,-0.15459303557872772,0
0.38427266478538513,160000.0,0.025272898375988007,1.0016942024230957,57.2308464050293,0.28178170323371887,52.61252212524414,40,8,109.84344482421875,0.8248772025108337,64.56999969482422,1.0016942024230957,0.004618717357516289,-0.0212206169962883,2.9058151245117188,5.027533531188965,1.0016942024230957,0.002125527709722519,1000.390897107,182.07733154296875,1000,1743317571.6009665,0.017088621854782104,3.7748892307281494,-2.013801336288452,886.4996337890625,7,0.00027600000612437725,0.28178170323371887,0.28178170323371887,0.013388912193477154,1.2263810634613037,0.26868271827697754,0
0.370754212141037,180000.0,0.021157603710889816,1.0029412508010864,59.33573913574219,0.31758564710617065,53.03217315673828,40,9,112.36797332763672,0.8020581603050232,63.97999954223633,1.0029412508010864,-0.00411529466509819,-0.018013665452599525,4.1021575927734375,5.989747524261475,1.0029412508010864,0.003206951543688774,1112.715664196,177.98666381835938,1000,1743317684.0631022,0.015216033905744553,2.2786502838134766,-1.4962389469146729,998.948974609375,8,0.0002730000123847276,0.31758564710617065,0.31758564710617065,0.013427713885903358,1.1983457803726196,-0.07181203365325928,0
0.4630984365940094,200000.0,0.023562883958220482,1.0049947500228882,58.59123992919922,0.3537561297416687,53.668235778808594,40,10,112.25952911376953,0.7794692516326904,74.4000015258789,1.0049947500228882,0.0024052802473306656,-0.019062630832195282,3.0830116271972656,7.131978988647461,1.0049947500228882,-0.0010489653795957565,1207.353650756,178.15859985351562,1000,1743317796.3876913,0.015860993415117264,2.197770595550537,-0.08087968826293945,1111.3037109375,9,0.0002699999895412475,0.3537561297416687,0.3537561297416687,0.01345101185142994,1.1697765588760376,-0.11494932323694229,0
0.6653119325637817,220000.0,0.031080449000000954,1.0003900527954102,41.818180084228516,0.39021217823028564,52.754966735839844,30,11,94.57320404052734,0.7618456482887268,67.30999755859375,1.0003899335861206,0.007517565041780472,-0.019340157508850098,3.6633141040802,8.576610565185547,1.0003899335861206,-0.0002775266766548157,1316.323297513,211.4763946533203,1000,1743317891.0258584,0.02002542093396187,2.7292749881744385,0.5315043926239014,1205.9410400390625,10,0.00026699999580159783,0.39021217823028564,0.39021217823028564,0.013842419721186161,1.1468939781188965,-0.023455344140529633,0
0.6735754013061523,240000.0,0.030466224998235703,1.000715970993042,55.758201599121094,0.42658212780952454,53.083717346191406,40,12,108.84197998046875,0.7515791654586792,54.439998626708984,1.000715970993042,-0.0006142240017652512,-0.020720260217785835,3.499835252761841,9.84473991394043,1.000715970993042,-0.0013801027089357376,1429.51764019,183.75262451171875,1000,1743317999.995508,0.01639503985643387,2.2828915119171143,-0.4463834762573242,1314.84912109375,11,0.0002640000020619482,0.42658212780952454,0.42658212780952454,0.013415049761533737,1.133345127105713,0.0045704469084739685,0
0.6582546830177307,260000.0,0.02342303656041622,1.0019932985305786,59.89798355102539,0.46294572949409485,53.211891174316406,40,13,113.10993194580078,0.7355287075042725,56.5099983215332,1.0019932985305786,-0.007043188437819481,-0.025394298136234283,4.711236953735352,9.953452110290527,1.0019932985305786,-0.004674037918448448,1536.508776481,176.8191375732422,1000,1743318113.1898284,0.017187969759106636,2.1738264560699463,-0.10906505584716797,1428.0853271484375,12,0.0002610000083222985,0.46294572949409485,0.46294572949409485,0.013908189721405506,1.1117607355117798,-0.1957753300666809,0
0.799167275428772,280000.0,0.030445026233792305,1.0004826784133911,54.576480865478516,0.4992338716983795,52.34809112548828,40,14,106.92463684082031,0.7183837294578552,54.540000915527344,1.0004826784133911,0.007021989673376083,-0.02537047304213047,4.908668041229248,11.029851913452148,1.0004826784133911,2.382509410381317e-05,1632.779589933,187.04763793945312,1000,1743318220.1809666,0.018214045092463493,1.8828318119049072,-0.29099464416503906,1535.0955810546875,13,0.0002579999854788184,0.4992338716983795,0.4992338716983795,0.014443338848650455,1.0881677865982056,-0.08310455083847046,0
0.9462519288063049,300000.0,0.03257917985320091,1.00145423412323,43.29036331176758,0.5351994037628174,52.890159606933594,34,15,96.18059539794922,0.697327196598053,47.93000030517578,1.00145423412323,0.0021341536194086075,-0.0266132690012455,4.414095878601074,12.088025093078613,1.00145423412323,-0.0012427959591150284,1729.468193643,207.94215393066406,1000,1743318316.4517694,0.021626757457852364,2.239957094192505,0.35712528228759766,1631.342529296875,14,0.00025499999173916876,0.5351994037628174,0.5351994037628174,0.015059072524309158,1.0584149360656738,0.22036753594875336,0
0.9891462922096252,320000.0,0.03502971678972244,0.9989145994186401,44.380699157714844,0.5708509087562561,52.25197982788086,31,16,96.6327133178711,0.6846482753753662,46.970001220703125,0.9989145398139954,0.00245053693652153,-0.025445198640227318,4.60749626159668,12.565564155578613,0.9989145398139954,0.0011680703610181808,1830.315033394,206.96925354003906,1000,1743318413.1403785,0.020121825858950615,2.0748071670532227,-0.16514992713928223,1728.0643310546875,15,0.0002519999979995191,0.5708509087562561,0.5708509087562561,0.014396019279956818,1.0400786399841309,-0.21484661102294922,0
1.10274338722229,340000.0,0.03943786025047302,1.002130389213562,48.97758483886719,0.6062822341918945,51.788997650146484,33,17,100.7666244506836,0.6711977124214172,48.02000045776367,1.002130389213562,0.00440814346075058,-0.025505322962999344,5.023629188537598,13.123527526855469,1.002130389213562,-6.012432277202606e-05,1925.239839335,198.47842407226562,1000,1743318513.9873292,0.020072780549526215,2.0741875171661377,-0.0006196498870849609,1828.88671875,16,0.00024900000425986946,0.6062822341918945,0.6062822341918945,0.014514517039060593,1.02023446559906,0.15348216891288757,0
1.107616662979126,360000.0,0.037805452942848206,1.0034335851669312,42.92109680175781,0.6413807272911072,51.919395446777344,29,18,94.84054565429688,0.6507409811019897,44.83000183105469,1.0034335851669312,-0.001632407307624817,-0.027652045711874962,4.739963054656982,14.087956428527832,1.0034335851669312,-0.002146722748875618,2020.795498155,210.88026428222656,1000,1743318608.9120393,0.020454062148928642,2.338914632797241,0.2647271156311035,1923.807373046875,17,0.0002460000105202198,0.6413807272911072,0.6413807272911072,0.014693914912641048,0.9892771244049072,-0.34407058358192444,0
